ano_comp;uf;adm_des;ibge_subsetor;saldo_mov
2013;11;1;24;506
2013;16;2;17;-2055
2013;24;1;11;6676
2013;26;2;19;-99481
2013;29;2;1;-2467
2013;50;1;21;33587
2013;21;2;21;-16402
2013;13;2;24;-507
2013;32;1;12;1093
2013;53;1;16;80039
2013;33;1;21;326617
2013;22;2;24;-29
2013;23;1;4;2701
2013;28;2;20;-3385
2013;15;1;22;8293
2013;32;1;18;1539
2013;41;2;1;-2159
2013;31;1;15;382960
2013;23;2;25;-13385
2013;41;2;22;-36902
2013;15;1;1;2520
2013;14;1;13;364
2013;25;2;19;-13819
2013;42;2;3;-27772
2013;12;1;10;373
2013;12;2;14;-330
2013;26;1;6;10211
2013;12;2;9;-121
2013;51;1;21;38925
2013;16;1;3;164
2013;28;1;23;4287
2013;41;2;4;-26994
2013;23;1;1;1327
2013;41;1;25;61211
2013;23;1;22;13964
2013;15;2;25;-32506
2013;29;2;16;-142177
2013;24;1;12;44
2013;35;1;13;253212
2013;12;1;17;1214
2013;17;1;15;11667
2013;24;1;18;506
2013;52;1;13;56992
2013;15;1;4;1804
2013;27;2;13;-50458
2013;43;1;19;158843
2013;52;2;8;-5909
2013;41;2;16;-343320
2013;27;1;8;257
2013;24;1;2;3537
2013;42;1;17;44623
2013;32;1;11;8877
2013;53;1;1;86
2013;35;2;8;-55814
2013;50;1;15;41020
2013;21;2;15;-52748
2013;29;2;4;-5489
2013;16;1;14;468
2013;42;2;9;-13553
2013;16;2;10;-19
2013;33;1;15;233820
2013;53;1;22;13273
2013;35;1;5;46637
2013;15;1;16;80284
2013;43;2;6;-24697
2013;52;1;5;1193
2013;29;1;25;77483
2013;31;1;21;288657
2013;27;2;5;-12
2013;32;2;7;-5260
2013;28;1;7;931
2013;42;2;4;-28039
2013;29;2;9;-3222
2013;50;1;24;228
2013;13;2;21;-24063
2013;53;1;14;1402
2013;21;2;24;-413
2013;33;1;24;8932
2013;43;2;8;-12686
2013;53;2;10;-1079
2013;16;1;22;462
2013;22;2;21;-11278
2013;42;1;25;42359
2013;27;1;6;91
2013;12;2;16;-8886
2013;16;1;1;839
2013;52;2;6;-2188
2013;28;2;11;-1980
2013;43;1;5;9327
2013;35;2;6;-59403
2013;23;1;3;6735
2013;29;1;17;27879
2013;17;1;24;48
2013;42;2;16;-230683
2013;24;1;20;4821
2013;41;1;17;59419
2013;15;1;9;1108
2013;23;2;10;-4913
2013;23;1;14;1937
2013;52;1;19;75516
2013;15;2;17;-14014
2013;41;2;9;-13243
2013;27;2;19;-6996
2013;43;1;13;89007
2013;12;2;4;-6
2013;32;2;23;-8337
2013;53;1;3;1799
2013;11;1;21;13797
2013;12;1;25;2104
2013;35;1;19;1186022
2013;12;2;22;-721
2013;23;2;17;-16415
2013;24;2;23;-5468
2013;26;1;8;3323
2013;41;1;10;36480
2013;41;2;14;-5929
2013;29;2;3;-6495
2013;15;2;10;-1068
2013;23;1;9;2564
2013;26;2;5;-1222
2013;31;1;24;10453
2013;15;1;14;2406
2013;28;2;18;-363
2013;28;2;12;-1809
2013;13;2;15;-24111
2013;12;2;1;-127
2013;32;1;20;24603
2013;16;1;16;10526
2013;14;1;19;890
2013;25;2;13;-9288
2013;22;2;15;-29183
2013;15;1;3;3151
2013;25;1;8;989
2013;28;2;2;-2041
2013;42;2;1;-2432
2013;51;1;24;506
2013;11;1;15;27599
2013;53;2;17;-11561
2013;16;2;25;-356
2013;42;2;22;-20314
2013;26;2;13;-48429
2013;53;1;9;1294
2013;29;2;14;-4122
2013;16;1;4;126
2013;41;2;3;-28063
2013;14;2;6;-3
2013;25;2;5;-28
2013;29;1;10;8997
2013;29;1;23;17823
2013;12;1;7;517
2013;24;1;3;1210
2013;22;2;6;-328
2013;13;2;6;-5075
2013;31;1;8;13672
2013;51;2;13;-35158
2013;26;1;24;412
2013;53;1;20;17709
2013;52;2;21;-84872
2013;28;2;16;-21671
2013;12;2;11;-77
2013;27;1;21;15004
2013;31;2;5;-15114
2013;16;1;18;88
2013;35;2;21;-896448
2013;11;2;19;-8109
2013;16;1;2;276
2013;42;2;11;-97389
2013;32;2;17;-17214
2013;13;1;19;33183
2013;22;1;19;10317
2013;14;2;15;-3882
2013;15;2;23;-6312
2013;51;2;5;-796
2013;24;1;14;1140
2013;42;1;7;39736
2013;41;1;23;37582
2013;24;2;10;-3014
2013;31;2;13;-90889
2013;51;1;8;1343
2013;23;1;20;17506
2013;28;2;4;-691
2013;11;1;6;584
2013;25;1;24;55
2013;28;1;25;8387
2013;32;1;9;1932
2013;28;2;22;-3799
2013;32;1;14;2876
2013;52;2;15;-107460
2013;17;2;13;-3622
2013;27;1;15;25733
2013;32;2;10;-3831
2013;21;1;5;112
2013;50;2;5;-209
2013;15;1;20;14850
2013;16;2;7;-179
2013;35;2;15;-599132
2013;24;1;9;286
2013;33;2;5;-2265
2013;21;2;8;-434
2013;50;1;8;1755
2013;23;2;23;-12475
2013;12;2;18;-61
2013;24;2;17;-6140
2013;41;2;20;-72056
2013;33;1;8;9689
2013;43;2;24;-3035
2013;28;2;1;-218
2013;16;1;11;38
2013;42;2;2;-20275
2013;29;2;20;-37734
2013;17;2;5;-30
2013;42;2;18;-3593
2013;21;1;13;4325
2013;42;2;12;-5844
2013;50;2;13;-22569
2013;12;2;2;-605
2013;33;2;13;-46245
2013;53;2;23;-13660
2013;32;1;3;9007
2013;17;1;8;143
2013;14;2;21;-5937
2013;15;1;2;9127
2013;21;1;19;19852
2013;50;2;19;-20149
2013;23;1;11;28626
2013;33;2;19;-320111
2013;16;2;23;-1112
2013;28;2;3;-827
2013;17;1;6;71
2013;23;2;7;-3352
2013;29;2;18;-1710
2013;25;1;21;18031
2013;42;2;20;-50640
2013;41;2;2;-17118
2013;24;1;16;42847
2013;29;2;12;-10132
2013;53;1;11;562
2013;33;1;6;19049
2013;21;2;6;-390
2013;12;2;20;-723
2013;32;1;1;3238
2013;41;2;18;-6162
2013;50;1;6;206
2013;41;2;12;-1788
2013;17;2;19;-4122
2013;43;2;15;-136473
2013;29;2;2;-9411
2013;24;2;25;-8980
2013;15;1;12;6
2013;35;2;24;-47843
2013;53;2;7;-1435
2013;24;1;4;527
2013;26;1;21;63622
2013;28;1;10;3536
2013;52;2;24;-523
2013;15;1;18;1264
2013;28;2;14;-1291
2013;32;1;22;16322
2013;27;1;24;81
2013;13;1;13;7017
2013;28;2;9;-359
2013;32;2;25;-35263
2013;51;1;6;321
2013;12;1;23;916
2013;22;1;13;3408
2013;25;1;15;35577
2013;23;1;18;1653
2013;29;1;7;3804
2013;23;1;12;20814
2013;32;1;4;13146
2013;11;1;8;433
2013;24;1;22;4200
2013;29;2;11;-8814
2013;14;2;24;-29
2013;11;2;5;-45
2013;24;1;1;2629
2013;28;1;17;4104
2013;53;1;2;1219
2013;31;2;19;-285561
2013;53;1;18;2364
2013;13;1;5;22176
2013;22;1;5;68
2013;41;2;11;-56983
2013;51;2;19;-27395
2013;15;2;7;-12153
2013;16;1;20;1711
2013;26;1;15;112760
2013;32;1;16;102544
2013;53;1;12;18
2013;41;1;7;44796
2013;42;1;23;22517
2013;11;2;13;-10313
2013;13;2;8;-1898
2013;23;1;2;7885
2013;31;1;6;22764
2013;22;2;8;-268
2013;15;1;11;1089
2013;43;2;21;-186698
2013;13;2;7;-811
2013;35;1;16;1227975
2013;29;2;13;-20481
2013;22;2;7;-662
2013;26;1;10;9180
2013;41;1;8;15208
2013;33;2;20;-103073
2013;51;1;23;6730
2013;52;1;16;144552
2013;15;1;5;199
2013;28;1;21;16167
2013;12;1;6;1
2013;50;2;20;-14110
2013;21;1;20;7745
2013;27;2;16;-25534
2013;26;2;14;-5561
2013;22;1;11;1139
2013;41;2;5;-17721
2013;15;2;8;-1159
2013;13;1;11;1452
2013;25;2;3;-1102
2013;42;2;19;-117664
2013;11;2;11;-852
2013;35;1;4;113214
2013;25;2;14;-994
2013;27;1;25;2855
2013;17;2;20;-2016
2013;25;1;10;3899
2013;29;2;5;-1418
2013;52;2;25;-67195
2013;12;2;19;-1723
2013;35;2;25;-276651
2013;27;2;4;-448
2013;15;1;13;14296
2013;14;1;1;49
2013;43;2;17;-48568
2013;24;2;24;-185
2013;52;1;4;5709
2013;41;2;13;-105517
2013;31;1;23;50804
2013;11;1;7;4443
2013;14;1;22;406
2013;43;1;9;37699
2013;26;2;3;-3955
2013;29;1;8;3643
2013;42;1;6;11702
2013;14;1;4;18
2013;16;2;6;-74
2013;52;1;1;2758
2013;17;1;23;2068
2013;25;1;17;7094
2013;27;2;1;-187
2013;14;2;25;-657
2013;43;1;14;7953
2013;35;1;1;6245
2013;53;2;8;-1572
2013;43;2;10;-27552
2013;23;1;13;20732
2013;31;2;20;-101964
2013;22;1;18;757
2013;13;1;18;620
2013;35;1;22;195996
2013;53;1;5;225
2013;52;1;22;15507
2013;13;1;12;3
2013;28;1;15;24252
2013;22;1;12;43
2013;25;2;9;-998
2013;27;2;22;-2426
2013;32;2;24;-763
2013;11;2;2;-2500
2013;11;2;18;-393
2013;14;1;16;6873
2013;16;1;19;5497
2013;51;2;20;-19182
2013;23;2;8;-3549
2013;13;1;2;981
2013;26;1;17;24373
2013;33;1;23;52689
2013;21;2;23;-5794
2013;11;2;12;-3
2013;22;1;2;1909
2013;50;1;23;6542
2013;23;1;5;681
2013;26;2;9;-1217
2013;53;1;13;9147
2013;43;1;3;39189
2013;17;1;7;239
2013;24;2;21;-23454
2013;26;2;4;-3947
2013;26;1;25;33098
2013;25;2;16;-29155
2013;16;1;13;685
2013;11;2;20;-5242
2013;52;1;3;7904
2013;17;2;11;-199
2013;27;2;3;-830
2013;51;2;12;-44
2013;51;2;18;-1293
2013;31;2;2;-27828
2013;35;1;3;105321
2013;23;2;6;-1191
2013;53;1;19;67826
2013;25;1;25;7739
2013;27;2;14;-1021
2013;26;2;16;-95882
2013;31;2;18;-6737
2013;28;1;24;138
2013;22;1;20;3557
2013;52;2;10;-31779
2013;52;1;14;3533
2013;51;2;2;-5880
2013;13;1;20;10925
2013;27;1;10;2566
2013;32;2;15;-64732
2013;50;1;7;1405
2013;25;2;4;-428
2013;35;1;14;29412
2013;21;2;7;-788
2013;33;1;7;4724
2013;35;2;10;-134552
2013;31;2;12;-23953
2013;14;2;17;-1042
2013;43;1;1;2624
2013;14;1;9;73
2013;43;1;22;45847
2013;16;2;8;-51
2013;23;1;19;84894
2013;53;2;6;-103
2013;33;2;11;-28107
2013;21;1;11;278
2013;50;2;11;-6772
2013;50;2;2;-2466
2013;52;2;17;-24934
2013;12;2;13;-1159
2013;22;2;23;-2786
2013;43;1;4;43413
2013;15;1;19;28068
2013;21;1;2;3329
2013;13;2;23;-4042
2013;25;2;1;-309
2013;27;1;17;5141
2013;33;2;2;-9546
2013;29;1;6;2626
2013;42;1;8;12901
2013;14;1;14;237
2013;43;2;25;-67754
2013;14;2;10;-44
2013;51;1;7;10199
2013;35;2;17;-222385
2013;42;2;5;-14183
2013;17;2;18;-197
2013;24;2;15;-40659
2013;35;1;9;57239
2013;41;2;19;-190467
2013;51;2;11;-3521
2013;17;2;12;-9
2013;52;1;9;4261
2013;25;2;22;-2805
2013;27;2;9;-105
2013;12;2;5;-6
2013;31;2;11;-52944
2013;15;2;6;-498
2013;43;1;16;331749
2013;26;2;1;-890
2013;17;2;2;-1425
2013;29;2;19;-115962
2013;11;1;23;3532
2013;42;2;13;-65260
2013;21;1;12;14
2013;50;2;12;-2011
2013;26;2;22;-14859
2013;31;1;7;24944
2013;33;2;12;-454
2013;32;2;21;-60432
2013;12;1;8;35
2013;33;2;18;-7092
2013;41;1;6;13128
2013;14;1;3;73
2013;50;2;18;-706
2013;21;1;18;620
2013;11;1;18;657
2013;14;2;16;-6945
2013;16;2;19;-5972
2013;23;1;8;3460
2013;51;1;20;21362
2013;13;2;2;-942
2013;26;2;17;-25616
2013;33;2;23;-47374
2013;11;1;12;2
2013;21;1;23;6279
2013;50;2;23;-6042
2013;22;2;2;-1824
2013;23;2;5;-826
2013;26;1;9;1227
2013;53;2;13;-9156
2013;43;2;3;-36856
2013;14;2;4;-23
2013;16;1;6;105
2013;52;2;1;-2904
2013;25;2;17;-6662
2013;27;1;1;219
2013;17;2;23;-1808
2013;14;1;25;749
2013;43;2;14;-7951
2013;35;2;1;-6138
2013;43;1;10;28595
2013;53;1;8;1384
2013;31;1;20;109502
2013;23;2;13;-18906
2013;22;2;18;-687
2013;53;2;5;-245
2013;13;2;18;-492
2013;35;2;22;-168934
2013;13;2;12;-3
2013;52;2;22;-13251
2013;28;2;15;-24515
2013;22;2;12;-47
2013;25;1;9;1061
2013;27;1;22;3067
2013;11;1;2;2312
2013;32;1;24;1200
2013;11;1;11;927
2013;35;2;4;-107198
2013;25;1;14;952
2013;27;2;25;-2971
2013;29;1;5;1607
2013;17;1;20;2453
2013;25;2;10;-4454
2013;52;1;25;68100
2013;12;1;19;1569
2013;35;1;25;261959
2013;15;2;13;-13962
2013;27;1;4;469
2013;24;1;24;198
2013;43;1;17;52168
2013;14;2;1;-38
2013;52;2;4;-5675
2013;41;1;13;111416
2013;31;2;23;-45549
2013;11;2;7;-4879
2013;14;2;22;-332
2013;43;2;9;-37710
2013;26;1;3;4362
2013;29;2;8;-3442
2013;42;2;6;-10726
2013;13;1;7;861
2013;29;1;13;23850
2013;35;2;16;-1191569
2013;22;1;7;657
2013;33;1;20;109052
2013;26;2;10;-8905
2013;41;2;8;-15331
2013;15;2;5;-196
2013;28;2;21;-14733
2013;51;2;23;-6132
2013;52;2;16;-138467
2013;50;1;20;14511
2013;12;2;6;-2
2013;26;1;14;6676
2013;21;2;20;-6990
2013;27;1;16;27381
2013;22;2;11;-1202
2013;41;1;5;14597
2013;15;1;8;950
2013;25;1;3;1226
2013;13;2;11;-1251
2013;42;1;19;127363
2013;12;1;5;5
2013;31;1;11;52582
2013;15;1;6;519
2013;43;2;16;-313036
2013;17;1;2;1460
2013;26;1;1;1004
2013;29;1;19;109881
2013;42;1;13;67778
2013;21;2;12;-5
2013;11;2;23;-2964
2013;26;1;22;17358
2013;50;1;12;1921
2013;31;2;7;-24497
2013;32;1;21;59851
2013;33;1;12;497
2013;33;1;18;6416
2013;12;2;8;-34
2013;14;2;3;-40
2013;50;1;18;861
2013;41;2;6;-11959
2013;21;2;18;-645
2013;12;1;13;1104
2013;22;1;23;3262
2013;50;1;2;2690
2013;52;1;17;26887
2013;15;2;19;-29836
2013;21;2;2;-3265
2013;43;2;4;-38583
2013;13;1;23;4067
2013;25;1;1;341
2013;27;2;17;-4398
2013;33;1;2;9710
2013;29;2;6;-1697
2013;42;2;8;-12503
2013;14;2;14;-398
2013;43;1;25;69122
2013;51;2;7;-10974
2013;14;1;10;86
2013;35;1;17;238158
2013;42;1;5;15155
2013;35;2;9;-55487
2013;17;1;18;228
2013;24;1;15;39518
2013;41;1;19;201747
2013;52;2;9;-3969
2013;17;1;12;7
2013;51;1;11;3365
2013;25;1;22;3595
2013;27;1;9;106
2013;26;1;16;95989
2013;31;1;18;7277
2013;25;2;25;-6891
2013;27;1;14;1354
2013;22;2;20;-3091
2013;52;1;10;33072
2013;28;2;24;-75
2013;51;1;2;6039
2013;52;2;14;-3214
2013;27;2;10;-2486
2013;32;1;15;62570
2013;13;2;20;-11107
2013;25;1;4;484
2013;50;2;7;-1362
2013;21;1;7;853
2013;35;2;14;-25853
2013;35;1;10;140088
2013;33;2;7;-4562
2013;14;1;17;1197
2013;43;2;1;-2464
2013;31;1;12;26638
2013;14;2;9;-63
2013;43;2;22;-38362
2013;16;1;8;45
2013;23;2;19;-77921
2013;33;1;11;26870
2013;53;1;6;81
2013;21;2;11;-363
2013;50;1;11;6547
2013;17;2;7;-259
2013;26;1;4;3593
2013;24;1;21;23898
2013;25;1;16;31112
2013;26;2;25;-34201
2013;16;2;13;-703
2013;11;1;20;5352
2013;52;2;3;-7651
2013;51;1;12;30
2013;17;1;11;133
2013;27;1;3;984
2013;51;1;18;1769
2013;23;1;6;1151
2013;31;1;2;28393
2013;35;2;3;-108759
2013;53;2;19;-65271
2013;17;1;5;16
2013;29;1;20;39415
2013;42;1;18;4304
2013;21;2;13;-4216
2013;42;1;12;5871
2013;12;1;2;667
2013;50;1;13;22409
2013;33;1;13;51634
2013;53;1;23;15065
2013;32;2;3;-9584
2013;17;2;8;-159
2013;14;1;21;3891
2013;28;1;22;5452
2013;32;2;14;-2438
2013;17;1;13;4309
2013;52;1;15;107397
2013;27;2;15;-27540
2013;32;1;10;4046
2013;21;2;5;-138
2013;50;1;5;187
2013;24;2;9;-323
2013;15;2;20;-14754
2013;16;1;7;194
2013;35;1;15;603672
2013;33;1;5;2001
2013;21;1;8;615
2013;50;2;8;-1520
2013;23;1;23;15212
2013;33;2;8;-10478
2013;43;1;24;4304
2013;12;1;18;96
2013;24;1;17;6438
2013;41;1;20;78335
2013;16;2;11;-43
2013;42;1;2;21274
2013;28;1;1;192
2013;32;1;17;19334
2013;16;2;2;-322
2013;42;1;11;101555
2013;13;2;19;-33717
2013;14;1;15;3634
2013;22;2;19;-8805
2013;51;1;5;832
2013;15;1;23;6953
2013;42;2;7;-37381
2013;24;2;14;-1049
2013;24;1;10;2833
2013;41;2;23;-33581
2013;23;2;20;-14967
2013;28;1;4;927
2013;31;1;13;97751
2013;51;2;8;-1388
2013;11;2;6;-457
2013;25;2;24;-73
2013;28;2;25;-9020
2013;32;2;9;-1740
2013;29;2;23;-14948
2013;12;2;7;-799
2013;24;2;3;-906
2013;22;1;6;438
2013;13;1;6;4438
2013;31;2;8;-12880
2013;51;1;13;35521
2013;26;2;24;-482
2013;53;2;20;-18591
2013;28;1;16;21978
2013;52;1;21;90199
2013;12;1;11;60
2013;27;2;21;-14166
2013;31;1;5;15219
2013;16;2;18;-88
2013;11;1;19;8787
2013;35;1;21;921312
2013;13;2;5;-17426
2013;53;2;18;-2317
2013;22;2;5;-58
2013;41;1;11;57745
2013;51;1;19;28489
2013;15;1;7;9596
2013;16;2;20;-1269
2013;26;2;15;-114846
2013;32;2;16;-98349
2013;53;2;12;-24
2013;41;2;7;-43380
2013;11;1;13;11128
2013;42;2;23;-19392
2013;13;1;8;1829
2013;31;2;6;-24770
2013;23;2;2;-7147
2013;22;1;8;286
2013;15;2;11;-1188
2013;43;1;21;198214
2013;13;2;13;-7472
2013;28;1;9;380
2013;32;1;25;35277
2013;51;2;6;-233
2013;25;2;15;-35837
2013;12;2;23;-648
2013;22;2;13;-3265
2013;23;2;18;-1805
2013;29;2;7;-3513
2013;23;2;12;-19410
2013;32;2;4;-13158
2013;11;2;8;-452
2013;24;2;22;-3584
2013;29;1;11;8020
2013;11;1;5;44
2013;24;2;1;-2545
2013;14;1;24;78
2013;28;2;17;-3236
2013;53;2;2;-1449
2013;31;1;19;291812
2013;33;2;6;-16879
2013;53;2;11;-601
2013;21;1;6;343
2013;50;2;6;-278
2013;12;1;20;719
2013;32;2;1;-2987
2013;41;1;18;6887
2013;41;1;12;1943
2013;17;1;19;4374
2013;29;1;2;10440
2013;43;1;15;142165
2013;24;1;25;9521
2013;15;2;12;-11
2013;35;1;24;55331
2013;53;1;7;1141
2013;26;2;21;-61268
2013;24;2;4;-641
2013;52;1;24;504
2013;28;2;10;-3517
2013;28;1;14;1446
2013;32;2;22;-13243
2013;15;2;18;-977
2013;27;2;24;-191
2013;15;2;2;-8415
2013;21;2;19;-19187
2013;50;1;19;21700
2013;23;2;11;-28355
2013;33;1;19;322118
2013;16;1;23;1038
2013;28;1;3;997
2013;17;2;6;-64
2013;23;1;7;3605
2013;29;1;18;1942
2013;25;2;21;-16488
2013;42;1;20;56169
2013;41;1;2;18387
2013;29;1;12;7171
2013;24;2;16;-40081
2013;52;1;8;7056
2013;41;1;16;363604
2013;24;2;2;-3280
2013;27;2;8;-306
2013;32;2;11;-8695
2013;42;2;17;-41678
2013;53;2;1;-119
2013;35;1;8;52110
2013;50;2;15;-35404
2013;16;2;14;-618
2013;42;1;9;13417
2013;21;1;15;49250
2013;29;1;4;4709
2013;33;2;15;-225749
2013;16;1;10;25
2013;35;2;5;-50619
2013;53;2;22;-12139
2013;52;2;5;-1008
2013;15;2;16;-80599
2013;43;1;6;28664
2013;29;2;25;-79594
2013;27;1;5;20
2013;31;2;21;-278611
2013;32;1;7;5898
2013;12;1;9;137
2013;16;2;3;-68
2013;28;2;23;-3758
2013;51;2;21;-38297
2013;41;1;4;27835
2013;23;2;1;-1006
2013;41;2;25;-59792
2013;23;2;22;-8861
2013;15;1;25;30931
2013;24;2;12;-208
2013;35;2;13;-245770
2013;29;1;16;146675
2013;52;2;13;-53546
2013;12;2;17;-1221
2013;17;2;15;-11823
2013;24;2;18;-526
2013;27;1;13;41175
2013;43;2;19;-152171
2013;15;2;4;-1416
2013;50;2;21;-32385
2013;13;1;24;597
2013;21;1;21;18335
2013;33;2;21;-319487
2013;32;2;12;-985
2013;53;2;16;-80895
2013;23;2;4;-2459
2013;28;1;20;3978
2013;22;1;24;24
2013;32;2;18;-1200
2013;41;1;1;2381
2013;15;2;22;-7009
2013;31;2;15;-384716
2013;23;1;25;14509
2013;15;2;1;-2593
2013;41;1;22;39805
2013;14;2;13;-369
2013;25;1;19;15042
2013;12;2;10;-419
2013;42;1;3;29909
2013;12;1;14;267
2013;26;2;6;-5604
2013;53;2;4;-638
2013;23;2;16;-92464
2013;29;1;22;22532
2013;53;1;25;3720
2013;17;2;21;-6599
2013;42;2;10;-27069
2013;12;1;3;97
2013;24;1;7;921
2013;16;2;9;-56
2013;42;1;14;5945
2013;14;1;8;93
2013;25;2;6;-45
2013;51;2;15;-55342
2013;11;2;24;-565
2013;16;1;17;2535
2013;14;2;5;-22
2013;32;2;2;-10767
2013;24;2;11;-7194
2013;26;1;19;97345
2013;29;1;1;2561
2013;15;2;3;-3193
2013;25;2;8;-1053
2013;42;1;1;2794
2013;28;1;2;2071
2013;51;2;24;-249
2013;11;2;15;-36370
2013;53;1;17;11639
2013;16;1;25;329
2013;42;1;22;23017
2013;26;1;13;48110
2013;53;2;9;-1283
2013;16;2;4;-174
2013;29;1;14;4943
2013;14;1;6;1
2013;41;1;3;29192
2013;29;2;10;-8766
2013;25;1;5;51
2013;12;1;22;766
2013;23;1;17;17989
2013;26;2;8;-3520
2013;41;2;10;-33959
2013;24;1;23;5815
2013;41;1;14;6104
2013;29;1;3;5991
2013;15;1;10;1145
2013;23;2;9;-2600
2013;26;1;5;1323
2013;31;2;24;-7920
2013;28;1;18;371
2013;15;2;14;-2116
2013;28;1;12;1520
2013;12;1;1;201
2013;32;2;20;-22912
2013;13;1;15;25742
2013;16;2;16;-9953
2013;22;1;15;29853
2013;14;2;19;-846
2013;25;1;13;9507
2013;17;2;24;-34
2013;42;1;16;241999
2013;15;2;9;-1104
2013;24;2;20;-4379
2013;41;2;17;-53830
2013;23;1;10;5415
2013;23;2;14;-1423
2013;52;2;19;-70327
2013;41;1;9;13763
2013;15;1;17;14770
2013;27;1;19;7385
2013;43;2;13;-85301
2013;12;1;4;7
2013;32;1;23;9508
2013;53;2;3;-1654
2013;12;2;25;-2243
2013;35;2;19;-1150666
2013;11;2;21;-14177
2013;28;2;7;-996
2013;29;1;9;3351
2013;42;1;4;31323
2013;50;2;24;-220
2013;21;1;24;627
2013;13;1;21;25454
2013;53;2;14;-1420
2013;53;1;10;1127
2013;33;2;24;-8424
2013;43;1;8;12272
2013;16;2;22;-422
2013;22;1;21;12595
2013;42;2;25;-42052
2013;27;2;6;-86
2013;12;1;16;8580
2013;28;1;11;2189
2013;43;2;5;-8940
2013;16;2;1;-685
2013;52;1;6;2798
2013;23;2;3;-6146
2013;35;1;6;60001
2013;29;2;17;-25118
2013;15;1;21;35326
2013;28;1;5;639
2013;43;2;11;-18731
2013;26;1;18;1295
2013;31;1;16;475637
2013;21;2;22;-3656
2013;50;1;22;7040
2013;26;1;12;332
2013;11;2;17;-7081
2013;53;1;15;50754
2013;16;1;24;161
2013;33;1;22;74965
2013;32;1;6;734
2013;51;2;25;-85461
2013;50;1;1;801
2013;21;2;1;-729
2013;25;1;2;2652
2013;33;1;1;3382
2013;11;1;9;1265
2013;43;1;7;28820
2013;28;2;8;-632
2013;51;1;4;2252
2013;41;2;21;-179422
2013;31;1;4;25104
2013;28;1;13;4917
2013;13;2;9;-2922
2013;17;1;22;1492
2013;22;2;9;-280
2013;25;1;12;3916
2013;25;1;18;459
2013;31;2;25;-246415
2013;23;1;15;79935
2013;29;2;21;-88837
2013;14;2;20;-513
2013;35;1;23;145447
2013;32;2;19;-48754
2013;17;1;1;510
2013;13;1;17;9639
2013;26;1;2;8495
2013;27;2;23;-2536
2013;22;1;17;4485
2013;51;1;16;104279
2013;52;1;23;16986
2013;12;2;24;-271
2013;43;2;18;-5242
2013;24;2;19;-23563
2013;26;1;11;9969
2013;41;2;15;-154334
2013;43;2;12;-74802
2013;31;1;1;14008
2013;15;1;15;92796
2013;26;2;7;-2471
2013;35;2;20;-276024
2013;14;1;23;1129
2013;17;1;4;114
2013;31;1;22;57742
2013;22;2;14;-1995
2013;50;1;16;62550
2013;13;1;10;5227
2013;21;2;16;-41235
2013;27;1;20;3878
2013;17;2;25;-9755
2013;33;1;16;420439
2013;13;2;14;-1658
2013;53;1;21;69958
2013;11;1;3;1052
2013;22;1;10;615
2013;52;2;20;-32688
2013;24;1;6;117
2013;11;1;14;1327
2013;25;1;11;5065
2013;13;2;3;-3615
2013;11;2;10;-566
2013;22;2;3;-597
2013;51;1;22;7367
2013;17;1;16;16625
2013;33;2;25;-12099
2013;42;2;24;-12605
2013;51;1;1;2153
2013;50;2;25;-39703
2013;21;1;25;20052
2013;33;1;4;15520
2013;23;1;21;66471
2013;50;1;4;3601
2013;25;2;7;-887
2013;43;2;2;-14566
2013;21;2;4;-2360
2013;29;2;15;-140765
2013;14;2;11;-22
2013;29;2;24;-3113
2013;50;1;9;1901
2013;21;2;9;-739
2013;42;2;15;-98908
2013;33;1;9;6349
2013;11;1;1;807
2013;24;2;5;-129
2013;21;1;17;8919
2013;50;2;17;-7222
2013;52;2;2;-9582
2013;51;1;14;1645
2013;51;2;10;-6459
2013;11;1;22;2741
2013;14;1;7;185
2013;26;2;23;-9749
2013;27;1;2;622
2013;33;2;17;-59307
2013;24;1;8;710
2013;31;1;3;49874
2013;35;2;2;-57135
2013;17;1;9;490
2013;52;2;12;-888
2013;13;2;22;-2822
2013;35;2;18;-41668
2013;16;1;21;3619
2013;22;2;22;-2274
2013;27;1;12;58
2013;51;1;3;3973
2013;15;1;24;138
2013;31;1;14;6071
2013;27;1;18;297
2013;31;2;10;-40889
2013;24;2;13;-7185
2013;35;2;12;-49404
2013;52;2;18;-1917
2013;41;2;24;-3765
2013;43;2;20;-62970
2013;13;2;1;-294
2013;25;2;23;-4304
2013;12;2;15;-4581
2013;17;2;17;-3692
2013;22;2;1;-302
2013;14;2;18;-75
2013;50;1;3;2941
2013;21;2;3;-1808
2013;33;1;3;21206
2013;11;1;16;41858
2013;28;1;19;16863
2013;31;2;17;-73296
2013;43;1;23;32783
2013;22;2;4;-104
2013;23;1;24;1888
2013;31;1;9;13261
2013;13;2;4;-7599
2013;17;2;10;-666
2013;25;1;20;4818
2013;22;1;25;7939
2013;42;2;21;-155252
2013;32;2;13;-16030
2013;13;1;25;1958
2013;17;1;14;394
2013;11;1;4;372
2013;35;2;11;-144196
2013;32;1;8;1912
2013;17;1;3;223
2013;27;1;11;258
2013;11;2;25;-7999
2013;12;2;21;-2627
2013;28;2;6;-137
2013;51;1;9;2612
2013;52;2;11;-17285
2013;50;2;10;-10204
2013;21;1;10;3297
2013;33;1;14;12433
2013;13;2;16;-34557
2013;16;1;15;4570
2013;26;1;20;22714
2013;35;1;7;43971
2013;53;1;24;1154
