ano_comp;uf;adm_des;ibge_subsetor;saldo_mov
2011;28;1;18;571
2011;15;2;14;-2137
2011;15;1;10;2395
2011;23;2;9;-3032
2011;26;1;5;1561
2011;16;2;16;-9392
2011;22;1;15;27989
2011;14;2;19;-588
2011;25;1;13;9162
2011;28;1;12;2485
2011;32;2;20;-21698
2011;12;1;1;61
2011;13;1;15;21893
2011;25;2;8;-1463
2011;15;2;3;-2899
2011;51;2;24;-375
2011;11;2;15;-44615
2011;53;1;17;11424
2011;42;1;1;2302
2011;28;1;2;2362
2011;53;2;9;-1619
2011;16;1;25;371
2011;42;1;22;19178
2011;26;1;13;64102
2011;29;2;10;-8878
2011;25;1;5;71
2011;16;2;4;-10
2011;29;1;14;5683
2011;41;1;3;30921
2011;29;1;9;4150
2011;42;1;4;24097
2011;28;2;7;-820
2011;53;1;10;969
2011;33;2;24;-2862
2011;43;1;8;13090
2011;16;2;22;-394
2011;22;1;21;10681
2011;42;2;25;-46102
2011;50;2;24;-303
2011;21;1;24;242
2011;13;1;21;26583
2011;53;2;14;-2038
2011;28;1;11;1949
2011;43;2;5;-7634
2011;16;2;1;-330
2011;52;1;6;2620
2011;27;2;6;-96
2011;12;1;16;9461
2011;29;2;17;-24986
2011;23;2;3;-6257
2011;35;1;6;64827
2011;17;2;24;-64
2011;42;1;16;223851
2011;23;2;14;-1758
2011;15;2;9;-949
2011;24;2;20;-3843
2011;41;2;17;-50738
2011;23;1;10;4708
2011;27;1;19;8177
2011;43;2;13;-84011
2011;;1;20;187
2011;12;1;4;20
2011;52;2;19;-55564
2011;41;1;9;12852
2011;15;1;17;13291
2011;53;2;3;-1032
2011;12;2;25;-2096
2011;35;2;19;-1169394
2011;11;2;21;-12539
2011;32;1;23;8409
2011;16;2;3;-83
2011;28;2;23;-3376
2011;51;2;21;-34220
2011;;1;18;11
2011;41;1;4;26091
2011;12;1;9;120
2011;41;2;25;-60633
2011;23;2;1;-992
2011;15;1;25;32487
2011;24;2;12;-174
2011;35;2;13;-271422
2011;29;1;16;144719
2011;23;2;22;-6517
2011;27;1;13;51873
2011;43;2;19;-134253
2011;15;2;4;-736
2011;52;2;13;-52908
2011;12;2;17;-1364
2011;17;2;15;-14876
2011;24;2;18;-485
2011;24;2;2;-3727
2011;27;2;8;-213
2011;52;1;8;4552
2011;41;1;16;334607
2011;53;2;1;-120
2011;35;1;8;59420
2011;32;2;11;-9882
2011;42;2;17;-38908
2011;33;2;15;-182533
2011;16;1;10;27
2011;35;2;5;-46724
2011;53;2;22;-12456
2011;50;2;15;-29468
2011;16;2;14;-533
2011;42;1;9;14423
2011;21;1;15;46545
2011;29;1;4;4919
2011;27;1;5;17
2011;31;2;21;-260248
2011;32;1;7;5316
2011;52;2;5;-891
2011;15;2;16;-68684
2011;43;1;6;20935
2011;29;2;25;-88793
2011;;1;2;14
2011;;1;11;2
2011;29;1;22;19333
2011;53;2;4;-362
2011;23;2;16;-81805
2011;24;1;7;850
2011;16;2;9;-40
2011;42;1;14;5703
2011;14;1;8;49
2011;53;1;25;6874
2011;17;2;21;-6454
2011;42;2;10;-25220
2011;12;1;3;106
2011;51;2;15;-42696
2011;11;2;24;-982
2011;16;1;17;1806
2011;32;2;2;-9821
2011;14;2;5;-7
2011;25;2;6;-22
2011;;2;7;-2
2011;29;1;1;3386
2011;24;2;11;-10300
2011;26;1;19;95378
2011;33;2;21;-286985
2011;32;2;12;-813
2011;53;2;16;-75202
2011;23;2;4;-2323
2011;28;1;20;3621
2011;22;1;24;42
2011;50;2;21;-29635
2011;13;1;24;593
2011;21;1;21;18929
2011;31;2;15;-377846
2011;23;1;25;14366
2011;32;2;18;-1268
2011;41;1;1;2453
2011;15;2;22;-5508
2011;14;2;13;-588
2011;25;1;19;10647
2011;15;2;1;-1919
2011;41;1;22;35120
2011;12;1;14;135
2011;26;2;6;-972
2011;12;2;10;-392
2011;42;1;3;30783
2011;16;1;21;3686
2011;22;2;22;-1970
2011;27;1;12;55
2011;51;1;3;3496
2011;17;1;9;424
2011;52;2;12;-932
2011;13;2;22;-2195
2011;35;2;18;-33576
2011;31;2;10;-39710
2011;24;2;13;-7727
2011;35;2;12;-54119
2011;52;2;18;-3562
2011;15;1;24;860
2011;31;1;14;5869
2011;27;1;18;613
2011;;1;13;48
2011;41;2;24;-3756
2011;43;2;20;-54400
2011;22;2;1;-339
2011;13;2;1;-220
2011;25;2;23;-3746
2011;12;2;15;-6983
2011;17;2;17;-3173
2011;29;2;24;-2434
2011;14;2;11;-18
2011;33;1;9;8100
2011;11;1;1;1026
2011;24;2;5;-112
2011;;2;8;-14
2011;50;1;9;2494
2011;21;2;9;-609
2011;42;2;15;-94121
2011;51;2;10;-7123
2011;11;1;22;2475
2011;14;1;7;320
2011;26;2;23;-7641
2011;27;1;2;678
2011;33;2;17;-52781
2011;24;1;8;656
2011;21;1;17;9112
2011;50;2;17;-7048
2011;52;2;2;-8771
2011;51;1;14;1545
2011;31;1;3;58669
2011;35;2;2;-47190
2011;32;1;8;2004
2011;11;1;4;477
2011;35;2;11;-151528
2011;28;2;6;-283
2011;51;1;9;2409
2011;52;2;11;-16681
2011;17;1;3;291
2011;27;1;11;384
2011;11;2;25;-7280
2011;12;2;21;-2959
2011;16;1;15;6279
2011;26;1;20;20148
2011;35;1;7;46765
2011;53;1;24;859
2011;21;2;14;-991
2011;33;2;10;-19136
2011;22;2;16;-18989
2011;50;1;14;1114
2011;51;2;17;-15824
2011;50;2;10;-9463
2011;21;1;10;3975
2011;33;1;14;11836
2011;13;2;16;-32945
2011;14;2;2;-183
2011;32;2;5;-630
2011;27;2;7;-275
2011;52;1;7;6240
2011;33;1;3;22453
2011;11;1;16;41277
2011;50;1;3;3796
2011;14;2;18;-54
2011;21;2;3;-2144
2011;31;2;17;-68797
2011;28;1;19;9773
2011;31;1;9;13789
2011;13;2;4;-7346
2011;43;1;23;26856
2011;22;2;4;-189
2011;23;1;24;2210
2011;32;2;13;-14169
2011;13;1;25;2067
2011;17;1;14;643
2011;17;2;10;-636
2011;25;1;20;4017
2011;22;1;25;7311
2011;42;2;21;-139064
2011;22;2;9;-226
2011;25;1;12;3843
2011;31;1;4;23675
2011;28;1;13;4833
2011;13;2;9;-1771
2011;17;1;22;3986
2011;29;2;21;-87799
2011;25;1;18;783
2011;31;2;25;-273521
2011;23;1;15;82465
2011;32;2;19;-43757
2011;14;2;20;-376
2011;35;1;23;127046
2011;22;1;17;4649
2011;51;1;16;92065
2011;52;1;23;14423
2011;17;1;1;482
2011;13;1;17;8245
2011;26;1;2;9462
2011;27;2;23;-2403
2011;26;1;18;2410
2011;31;1;16;448227
2011;15;1;21;32979
2011;28;1;5;138
2011;43;2;11;-20752
2011;11;2;17;-7292
2011;53;1;15;55870
2011;16;1;24;5
2011;33;1;22;55399
2011;21;2;22;-3062
2011;50;1;22;5614
2011;26;1;12;588
2011;25;1;2;2475
2011;33;1;1;5913
2011;11;1;9;954
2011;43;1;7;28813
2011;32;1;6;618
2011;51;2;25;-83093
2011;50;1;1;895
2011;21;2;1;-681
2011;28;2;8;-589
2011;51;1;4;1514
2011;41;2;21;-164483
2011;24;1;6;199
2011;11;2;10;-655
2011;22;2;3;-663
2011;51;1;22;6660
2011;11;1;14;796
2011;25;1;11;3236
2011;13;2;3;-4062
2011;51;1;1;1972
2011;50;2;25;-42007
2011;21;1;25;24519
2011;17;1;16;15970
2011;33;2;25;-13254
2011;42;2;24;-10896
2011;50;1;4;2492
2011;25;2;7;-1062
2011;43;2;2;-11489
2011;21;2;4;-883
2011;29;2;15;-148512
2011;33;1;4;12488
2011;23;1;21;66601
2011;24;2;19;-18843
2011;26;1;11;10205
2011;12;2;24;-312
2011;43;2;18;-4646
2011;43;2;12;-86961
2011;31;1;1;16906
2011;41;2;15;-139850
2011;17;1;4;55
2011;31;1;22;52172
2011;15;1;15;67896
2011;26;2;7;-2209
2011;35;2;20;-263044
2011;14;1;23;716
2011;17;2;25;-9981
2011;33;1;16;390680
2011;13;2;14;-1109
2011;53;1;21;68687
2011;11;1;3;1100
2011;22;1;10;1976
2011;52;2;20;-29807
2011;22;2;14;-311
2011;50;1;16;57138
2011;;1;19;88
2011;13;1;10;6784
2011;21;2;16;-35113
2011;27;1;20;3546
2011;13;1;23;3770
2011;25;1;1;343
2011;27;2;17;-4015
2011;33;1;2;9641
2011;12;1;13;1368
2011;22;1;23;3000
2011;50;1;2;2422
2011;52;1;17;22982
2011;15;2;19;-28933
2011;21;2;2;-2596
2011;43;2;4;-34128
2011;51;2;7;-11880
2011;14;1;10;62
2011;35;1;17;237356
2011;29;2;6;-1489
2011;42;2;8;-11984
2011;14;2;14;-205
2011;43;1;25;74142
2011;;2;15;-60
2011;35;2;9;-56257
2011;17;1;18;427
2011;24;1;15;37793
2011;42;1;5;12050
2011;25;1;22;2631
2011;27;1;9;82
2011;41;1;19;172923
2011;52;2;9;-4630
2011;17;1;12;86
2011;51;1;11;3405
2011;15;1;6;378
2011;43;2;16;-284360
2011;12;1;5;11
2011;31;1;11;57615
2011;29;1;19;118263
2011;17;1;2;1295
2011;26;1;1;989
2011;31;2;7;-25913
2011;32;1;21;56797
2011;33;1;12;549
2011;42;1;13;71410
2011;21;2;12;-4
2011;11;2;23;-2954
2011;26;1;22;17447
2011;50;1;12;2447
2011;50;1;18;915
2011;14;2;3;-20
2011;41;2;6;-14233
2011;21;2;18;-562
2011;33;1;18;9196
2011;12;2;8;-47
2011;26;1;4;3051
2011;24;1;21;24040
2011;17;2;7;-208
2011;25;1;16;30253
2011;26;2;25;-38333
2011;16;2;13;-706
2011;51;1;12;36
2011;17;1;11;198
2011;27;1;3;774
2011;11;1;20;6309
2011;52;2;3;-7030
2011;23;1;6;1568
2011;31;1;2;29201
2011;35;2;3;-122608
2011;53;2;19;-50787
2011;51;1;18;1910
2011;;2;21;-85
2011;51;1;2;5077
2011;52;2;14;-1122
2011;27;2;10;-2848
2011;32;1;15;64224
2011;13;2;20;-10236
2011;26;1;16;97954
2011;31;1;18;8697
2011;25;2;25;-8371
2011;27;1;14;1009
2011;22;2;20;-1876
2011;52;1;10;29292
2011;28;2;24;-76
2011;35;1;10;147748
2011;33;2;7;-4767
2011;14;1;17;1040
2011;43;2;1;-2437
2011;31;1;12;25429
2011;25;1;4;468
2011;50;2;7;-1451
2011;21;1;7;1002
2011;35;2;14;-29709
2011;14;2;9;-100
2011;43;2;22;-33490
2011;16;1;8;72
2011;21;2;11;-345
2011;50;1;11;8031
2011;23;2;19;-63917
2011;33;1;11;28665
2011;53;1;6;83
2011;25;2;17;-5444
2011;27;1;1;223
2011;17;2;23;-1770
2011;14;2;4;-6
2011;16;1;6;69
2011;52;2;1;-2464
2011;35;2;1;-4342
2011;43;1;10;27521
2011;53;1;8;1527
2011;14;1;25;696
2011;43;2;14;-6933
2011;53;2;5;-211
2011;13;2;18;-493
2011;35;2;22;-148115
2011;31;1;20;107620
2011;23;2;13;-18139
2011;22;2;18;-626
2011;22;2;12;-44
2011;25;1;9;910
2011;27;1;22;2703
2011;11;1;2;2480
2011;32;1;24;785
2011;13;2;12;-1
2011;52;2;22;-10288
2011;28;2;15;-23351
2011;14;2;16;-6204
2011;16;2;19;-2002
2011;11;1;18;659
2011;21;1;23;4625
2011;50;2;23;-5309
2011;22;2;2;-1916
2011;23;1;8;3545
2011;51;1;20;16880
2011;13;2;2;-889
2011;26;2;17;-18230
2011;33;2;23;-43972
2011;53;2;13;-9157
2011;23;2;5;-516
2011;26;1;9;1097
2011;43;2;3;-35238
2011;29;1;13;23993
2011;35;2;16;-1115805
2011;22;1;7;515
2011;13;1;7;1046
2011;50;1;20;13212
2011;12;2;6;-23
2011;26;1;14;6077
2011;21;2;20;-5639
2011;27;1;16;23440
2011;33;1;20;99844
2011;26;2;10;-9431
2011;41;2;8;-16030
2011;15;2;5;-170
2011;28;2;21;-11949
2011;51;2;23;-4944
2011;52;2;16;-126337
2011;25;1;3;1427
2011;13;2;11;-1138
2011;22;2;11;-1505
2011;41;1;5;17991
2011;15;1;8;1070
2011;42;1;19;124775
2011;29;1;5;1783
2011;17;1;20;2049
2011;25;2;10;-4952
2011;52;1;25;73011
2011;11;1;11;726
2011;35;2;4;-96030
2011;25;1;14;1181
2011;27;2;25;-4860
2011;24;1;24;239
2011;43;1;17;52493
2011;14;2;1;-22
2011;52;2;4;-3487
2011;12;1;19;1532
2011;35;1;25;312698
2011;15;2;13;-13587
2011;27;1;4;593
2011;11;2;7;-5805
2011;14;2;22;-228
2011;43;2;9;-42141
2011;41;1;13;109375
2011;31;2;23;-40272
2011;29;2;8;-3307
2011;42;2;6;-9237
2011;26;1;3;5077
2011;25;2;15;-23886
2011;12;2;23;-610
2011;22;2;13;-3640
2011;23;2;18;-1160
2011;29;2;7;-3296
2011;13;2;13;-7104
2011;28;1;9;566
2011;32;1;25;38489
2011;51;2;6;-296
2011;11;2;8;-495
2011;24;2;22;-3216
2011;23;2;12;-19331
2011;32;2;4;-13445
2011;;1;1;13
2011;11;1;5;53
2011;24;2;1;-1675
2011;14;1;24;2
2011;;1;22;5
2011;29;1;11;9711
2011;53;2;2;-1410
2011;31;1;19;287571
2011;28;2;17;-2768
2011;22;2;5;-27
2011;41;1;11;56803
2011;51;1;19;20824
2011;13;2;5;-16555
2011;53;2;18;-1914
2011;32;2;16;-85935
2011;53;2;12;-33
2011;15;1;7;12896
2011;16;2;20;-1121
2011;26;2;15;-106822
2011;11;1;13;11418
2011;42;2;23;-19183
2011;41;2;7;-42553
2011;22;1;8;330
2011;15;2;11;-1645
2011;43;1;21;175403
2011;13;1;8;2289
2011;31;2;6;-18352
2011;23;2;2;-6693
2011;23;2;11;-29307
2011;33;1;19;329802
2011;15;2;2;-4812
2011;21;2;19;-14933
2011;;1;16;389
2011;50;1;19;20718
2011;17;2;6;-63
2011;16;1;23;908
2011;28;1;3;808
2011;25;2;21;-13683
2011;42;1;20;49494
2011;23;1;7;3160
2011;29;1;18;2971
2011;29;1;12;11472
2011;24;2;16;-36756
2011;41;1;2;16672
2011;21;1;6;360
2011;50;2;6;-308
2011;;1;4;2
2011;12;1;20;962
2011;32;2;1;-2343
2011;41;1;18;7378
2011;33;2;6;-14009
2011;53;2;11;-594
2011;29;1;2;8014
2011;43;1;15;130940
2011;;2;25;-12
2011;41;1;12;2352
2011;17;1;19;4479
2011;35;1;24;52624
2011;53;1;7;1572
2011;24;1;25;10642
2011;15;2;12;-90
2011;28;1;14;1247
2011;32;2;22;-11058
2011;15;2;18;-1108
2011;27;2;24;-114
2011;26;2;21;-50386
2011;24;2;4;-436
2011;52;1;24;1104
2011;28;2;10;-2846
2011;27;2;15;-24670
2011;32;1;10;4030
2011;28;1;22;4063
2011;32;2;14;-2540
2011;17;1;13;4107
2011;52;1;15;107621
2011;24;2;9;-256
2011;15;2;20;-12002
2011;16;1;7;157
2011;35;1;15;616858
2011;33;1;5;2129
2011;21;2;5;-94
2011;;2;17;-39
2011;50;1;5;307
2011;23;1;23;11898
2011;33;2;8;-10153
2011;43;1;24;3847
2011;12;1;18;191
2011;24;1;17;6714
2011;41;1;20;78439
2011;21;1;8;485
2011;50;2;8;-1668
2011;;1;9;3
2011;42;1;2;19230
2011;16;2;11;-46
2011;28;1;1;364
2011;42;1;18;4036
2011;17;1;5;33
2011;29;1;20;29332
2011;33;1;13;45447
2011;21;2;13;-3764
2011;42;1;12;5841
2011;12;1;2;704
2011;50;1;13;21394
2011;32;2;3;-9037
2011;53;1;23;12435
2011;14;1;21;2384
2011;17;2;8;-176
2011;24;2;3;-1657
2011;29;2;23;-13485
2011;12;2;7;-1275
2011;13;1;6;7789
2011;31;2;8;-12314
2011;51;1;13;29424
2011;22;1;6;425
2011;12;1;11;73
2011;27;2;21;-11925
2011;31;1;5;15380
2011;26;2;24;-707
2011;53;2;20;-11087
2011;28;1;16;21794
2011;52;1;21;82338
2011;11;1;19;8804
2011;35;1;21;897927
2011;16;2;18;-92
2011;;1;3;10
2011;32;1;17;17586
2011;16;2;2;-295
2011;42;1;11;92248
2011;14;1;15;4506
2011;;1;14;3
2011;22;2;19;-4820
2011;51;1;5;406
2011;15;1;23;6261
2011;13;2;19;-37711
2011;;2;10;-29
2011;24;1;10;3111
2011;41;2;23;-29141
2011;23;2;20;-12120
2011;28;1;4;794
2011;31;1;13;105626
2011;51;2;8;-1262
2011;42;2;7;-35344
2011;24;2;14;-764
2011;25;2;24;-52
2011;28;2;25;-8522
2011;32;2;9;-1060
2011;11;2;6;-355
2011;21;2;6;-323
2011;12;2;20;-883
2011;32;1;1;3196
2011;41;2;18;-5683
2011;50;1;6;369
2011;;2;4;-3
2011;53;1;11;524
2011;33;1;6;15376
2011;43;2;15;-121148
2011;;1;25;7
2011;29;2;2;-7310
2011;41;2;12;-2125
2011;17;2;19;-3776
2011;35;2;24;-48072
2011;53;2;7;-1563
2011;24;2;25;-10202
2011;15;1;12;110
2011;15;1;18;1817
2011;28;2;14;-1090
2011;32;1;22;12323
2011;27;1;24;115
2011;24;1;4;553
2011;26;1;21;59585
2011;28;1;10;3731
2011;52;2;24;-989
2011;23;1;11;27917
2011;33;2;19;-300227
2011;15;1;2;4946
2011;21;1;19;17469
2011;50;2;19;-17951
2011;;2;16;-388
2011;17;1;6;74
2011;16;2;23;-832
2011;28;2;3;-664
2011;25;1;21;15340
2011;42;2;20;-44051
2011;23;2;7;-2791
2011;29;2;18;-1430
2011;24;1;16;39870
2011;29;2;12;-14596
2011;41;2;2;-15380
2011;22;1;5;68
2011;41;2;11;-57598
2011;51;2;19;-19380
2011;53;1;18;2465
2011;13;1;5;23955
2011;32;1;16;93243
2011;53;1;12;79
2011;15;2;7;-14143
2011;16;1;20;1080
2011;26;1;15;124565
2011;42;1;23;21161
2011;11;2;13;-10843
2011;41;1;7;42833
2011;22;2;8;-253
2011;15;1;11;1405
2011;43;2;21;-159597
2011;13;2;8;-1727
2011;23;1;2;6979
2011;31;1;6;21353
2011;12;1;23;556
2011;22;1;13;3749
2011;25;1;15;28354
2011;23;1;18;2294
2011;29;1;7;3872
2011;13;1;13;7627
2011;28;2;9;-366
2011;32;2;25;-37819
2011;51;1;6;279
2011;11;1;8;452
2011;24;1;22;3770
2011;23;1;12;16958
2011;;2;1;-11
2011;32;1;4;13174
2011;14;2;24;-2
2011;11;2;5;-71
2011;24;1;1;2149
2011;29;2;11;-9794
2011;;2;22;-15
2011;53;1;2;1409
2011;31;2;19;-251825
2011;28;1;17;3154
2011;16;1;2;348
2011;42;2;11;-95762
2011;32;2;17;-16280
2011;22;1;19;7306
2011;14;2;15;-4850
2011;;2;14;-8
2011;15;2;23;-5275
2011;51;2;5;-390
2011;13;1;19;40167
2011;;1;10;21
2011;41;1;23;32610
2011;24;2;10;-2785
2011;31;2;13;-97444
2011;51;1;8;1396
2011;23;1;20;14841
2011;28;2;4;-848
2011;24;1;14;725
2011;42;1;7;34749
2011;25;1;24;102
2011;28;1;25;9723
2011;32;1;9;1200
2011;11;1;6;415
2011;24;1;3;1540
2011;29;1;23;14936
2011;12;1;7;1293
2011;13;2;6;-4913
2011;31;1;8;12590
2011;51;2;13;-28318
2011;22;2;6;-406
2011;12;2;11;-81
2011;27;1;21;13589
2011;31;2;5;-13487
2011;26;1;24;455
2011;53;1;20;13935
2011;52;2;21;-75219
2011;28;2;16;-18900
2011;35;2;21;-820956
2011;11;2;19;-7703
2011;16;1;18;163
2011;;2;3;-4
2011;42;2;18;-2688
2011;29;2;20;-25800
2011;17;2;5;-46
2011;33;2;13;-41431
2011;21;1;13;3870
2011;42;2;12;-6507
2011;50;2;13;-21258
2011;12;2;2;-721
2011;32;1;3;9597
2011;53;2;23;-11759
2011;14;2;21;-2275
2011;17;1;8;156
2011;27;1;15;29124
2011;32;2;10;-3713
2011;28;2;22;-2904
2011;32;1;14;2613
2011;52;2;15;-105882
2011;17;2;13;-3938
2011;15;1;20;14272
2011;16;2;7;-203
2011;35;2;15;-587678
2011;24;1;9;294
2011;33;2;5;-1943
2011;21;1;5;95
2011;;1;17;26
2011;50;2;5;-344
2011;23;2;23;-10169
2011;12;2;18;-53
2011;24;2;17;-6068
2011;41;2;20;-66231
2011;33;1;8;10495
2011;43;2;24;-4116
2011;21;2;8;-495
2011;;2;9;-1
2011;50;1;8;1617
2011;28;2;1;-203
2011;16;1;11;59
2011;42;2;2;-17222
2011;52;1;14;1313
2011;51;2;2;-4888
2011;13;1;20;13036
2011;27;1;10;2780
2011;32;2;15;-60900
2011;25;1;25;8539
2011;27;2;14;-693
2011;26;2;16;-88933
2011;31;2;18;-6104
2011;28;1;24;97
2011;22;1;20;2284
2011;52;2;10;-29063
2011;33;1;7;5541
2011;35;2;10;-142349
2011;31;2;12;-26646
2011;16;1;5;3
2011;14;2;17;-854
2011;43;1;1;2842
2011;50;1;7;1467
2011;25;2;4;-487
2011;35;1;14;29038
2011;21;2;7;-1041
2011;14;1;9;120
2011;43;1;22;38861
2011;16;2;8;-48
2011;21;1;11;323
2011;50;2;11;-8135
2011;23;1;19;73484
2011;53;2;6;-74
2011;33;2;11;-28429
2011;24;2;21;-22185
2011;26;2;4;-2013
2011;17;1;7;225
2011;26;1;25;34910
2011;25;2;16;-26861
2011;16;1;13;764
2011;17;2;11;-200
2011;27;2;3;-777
2011;51;2;12;-45
2011;11;2;20;-5716
2011;52;1;3;7870
2011;31;2;2;-25792
2011;35;1;3;125617
2011;23;2;6;-1244
2011;53;1;19;56059
2011;51;2;18;-1393
2011;;1;21;109
2011;15;2;6;-448
2011;43;1;16;307578
2011;12;2;5;-12
2011;31;2;11;-58573
2011;29;2;19;-108993
2011;26;2;1;-754
2011;17;2;2;-1190
2011;31;1;7;27745
2011;33;2;12;-616
2011;32;2;21;-51718
2011;11;1;23;3336
2011;21;1;12;12
2011;42;2;13;-67151
2011;50;2;12;-2071
2011;26;2;22;-12220
2011;41;1;6;16693
2011;50;2;18;-614
2011;14;1;3;18
2011;21;1;18;1398
2011;12;1;8;41
2011;33;2;18;-6989
2011;13;2;23;-3312
2011;25;2;1;-315
2011;27;1;17;4562
2011;33;2;2;-8847
2011;50;2;2;-2341
2011;52;2;17;-20565
2011;12;2;13;-1209
2011;22;2;23;-3020
2011;43;1;4;39535
2011;15;1;19;32891
2011;21;1;2;2944
2011;14;2;10;-56
2011;51;1;7;11318
2011;35;2;17;-211977
2011;29;1;6;1890
2011;42;1;8;13200
2011;14;1;14;239
2011;43;2;25;-73441
2011;;1;15;58
2011;17;2;18;-114
2011;24;2;15;-36988
2011;35;1;9;54466
2011;42;2;5;-10124
2011;25;2;22;-2189
2011;27;2;9;-117
2011;41;2;19;-159082
2011;51;2;11;-3217
2011;52;1;9;4795
2011;17;2;12;-66
2011;17;2;20;-1975
2011;25;1;10;5427
2011;29;2;5;-1411
2011;52;2;25;-69212
2011;11;2;11;-715
2011;35;1;4;105248
2011;25;2;14;-1519
2011;27;1;25;4952
2011;14;1;1;36
2011;43;2;17;-45820
2011;24;2;24;-173
2011;52;1;4;4294
2011;12;2;19;-1587
2011;35;2;25;-279548
2011;27;2;4;-570
2011;15;1;13;13260
2011;11;1;7;5322
2011;14;1;22;315
2011;43;1;9;41156
2011;41;2;13;-103302
2011;;1;24;3
2011;31;1;23;44854
2011;29;1;8;3458
2011;42;1;6;10393
2011;26;2;3;-4498
2011;35;1;16;1200357
2011;29;2;13;-22400
2011;22;2;7;-479
2011;13;2;7;-1051
2011;12;1;6;20
2011;50;2;20;-12476
2011;21;1;20;7555
2011;27;2;16;-22096
2011;26;2;14;-4394
2011;26;1;10;9860
2011;41;1;8;16502
2011;33;2;20;-85233
2011;51;1;23;5395
2011;52;1;16;135249
2011;15;1;5;188
2011;28;1;21;13885
2011;13;1;11;1269
2011;25;2;3;-1183
2011;22;1;11;1294
2011;41;2;5;-14149
2011;15;2;8;-1024
2011;42;2;19;-112122
2011;14;1;16;6774
2011;16;1;19;2550
2011;11;2;18;-310
2011;21;2;23;-3884
2011;22;1;2;2103
2011;50;1;23;4890
2011;51;2;20;-14692
2011;23;2;8;-3291
2011;13;1;2;975
2011;26;1;17;21002
2011;33;1;23;50136
2011;53;1;13;9774
2011;23;1;5;731
2011;26;2;9;-940
2011;43;1;3;38581
2011;17;1;23;1946
2011;25;1;17;6511
2011;27;2;1;-211
2011;14;1;4;1
2011;16;2;6;-9
2011;52;1;1;3101
2011;35;1;1;5340
2011;53;2;8;-1600
2011;43;2;10;-27356
2011;14;2;25;-562
2011;43;1;14;7396
2011;13;1;18;837
2011;35;1;22;176248
2011;53;1;5;252
2011;23;1;13;19566
2011;31;2;20;-93531
2011;22;1;18;966
2011;22;1;12;48
2011;25;2;9;-969
2011;27;2;22;-1842
2011;32;2;24;-845
2011;11;2;2;-2319
2011;52;1;22;12339
2011;13;1;12;5
2011;28;1;15;24942
2011;33;2;3;-19669
2011;11;2;16;-39237
2011;14;1;18;145
2011;50;2;3;-3173
2011;21;1;3;2830
2011;31;1;17;76201
2011;28;2;19;-8461
2011;31;2;9;-12977
2011;13;1;4;9974
2011;43;2;23;-23030
2011;23;2;24;-2260
2011;22;1;4;133
2011;32;1;13;14980
2011;17;2;14;-541
2011;13;2;25;-1872
2011;17;1;10;774
2011;25;2;20;-3297
2011;22;2;25;-6210
2011;42;1;21;148289
2011;32;2;8;-2061
2011;11;2;4;-391
2011;35;1;11;144522
2011;52;1;11;17737
2011;28;1;6;192
2011;51;2;9;-2687
2011;17;2;3;-333
2011;27;2;11;-340
2011;12;1;21;3578
2011;11;1;25;7271
2011;21;1;14;1127
2011;33;1;10;20683
2011;16;2;15;-4461
2011;26;2;20;-16812
2011;35;2;7;-44864
2011;53;2;24;-668
2011;51;1;17;17338
2011;22;1;16;21053
2011;50;2;14;-574
2011;50;1;10;10134
2011;13;1;16;35554
2011;21;2;10;-3736
2011;33;2;14;-9827
2011;14;1;2;166
2011;32;1;5;1195
2011;27;1;7;292
2011;52;2;7;-5527
2011;29;1;24;2882
2011;14;1;11;14
2011;33;2;9;-7014
2011;11;2;1;-742
2011;24;1;5;63
2011;50;2;9;-2467
2011;42;1;15;102537
2011;21;1;9;558
2011;11;2;22;-2106
2011;14;2;7;-372
2011;51;1;10;7369
2011;24;2;8;-668
2011;26;1;23;9556
2011;27;2;2;-590
2011;33;1;17;59417
2011;21;2;17;-8064
2011;51;2;14;-1327
2011;50;1;17;7552
2011;52;1;2;9757
2011;31;2;3;-59482
2011;35;1;2;51195
2011;51;2;3;-3335
2011;16;2;21;-3265
2011;22;1;22;2472
2011;27;2;12;-50
2011;13;1;22;2459
2011;35;1;18;44437
2011;17;2;9;-391
2011;52;1;12;1148
2011;31;1;10;44398
2011;52;1;18;4214
2011;24;1;13;8260
2011;35;1;12;52615
2011;15;2;24;-204
2011;27;2;18;-324
2011;31;2;14;-5734
2011;;2;13;-44
2011;43;1;20;62429
2011;41;1;24;5569
2011;22;1;1;350
2011;12;1;15;5514
2011;17;1;17;3406
2011;13;1;1;562
2011;25;1;23;4163
2011;24;1;19;20732
2011;26;2;11;-9929
2011;43;1;18;7064
2011;12;1;24;279
2011;31;2;1;-11885
2011;43;1;12;82777
2011;41;1;15;148909
2011;17;2;4;-40
2011;31;2;22;-43519
2011;15;2;15;-57460
2011;26;1;7;2593
2011;35;1;20;301480
2011;14;2;23;-625
2011;13;1;14;1319
2011;53;2;21;-66448
2011;17;1;25;9978
2011;33;2;16;-365740
2011;11;2;3;-1026
2011;22;2;10;-1895
2011;52;1;20;33294
2011;;2;19;-65
2011;22;1;14;605
2011;50;2;16;-53387
2011;21;1;16;39372
2011;27;2;20;-2813
2011;13;2;10;-5287
2011;24;2;6;-156
2011;51;2;22;-5161
2011;11;1;10;756
2011;22;1;3;732
2011;11;2;14;-861
2011;13;1;3;5740
